speaker_id,filename,task,duration_delta,significant_diff
001PD,001PD_S1_DDK1.wav,ddk,1.2243749999999998,False
001PD,001PD_S1_DDK2.wav,ddk,0.14516666666666644,False
001PD,001PD_S1_DDK3.wav,ddk,0.35862499999999997,False
002PD,002PD_S1_DDK1.wav,ddk,0.45895833333333336,False
002PD,002PD_S1_DDK2.wav,ddk,0.719208333333333,False
002PD,002PD_S1_DDK3.wav,ddk,1.3067916666666664,False
003PD,003PD_S1_DDK1.wav,ddk,0.4960416666666667,False
003PD,003PD_S1_DDK2.wav,ddk,0.43558333333333366,False
003PD,003PD_S1_DDK3.wav,ddk,0.10054166666666653,False
004PD,004PD_S1_DDK1.wav,ddk,0.23675000000000024,False
004PD,004PD_S1_DDK2.wav,ddk,0.35816666666666674,False
004PD,004PD_S1_DDK3.wav,ddk,0.18720833333333342,False
005PD,005PD_S1_DDK1.wav,ddk,0.5827499999999999,False
005PD,005PD_S1_DDK2.wav,ddk,0.49020833333333336,False
005PD,005PD_S1_DDK3.wav,ddk,0.2866666666666666,False
006PD,006PD_S1_DDK1.wav,ddk,0.7067500000000004,False
006PD,006PD_S1_DDK2.wav,ddk,0.017750000000000377,False
006PD,006PD_S1_DDK3.wav,ddk,0.3203750000000003,False
007PD,007PD_S1_DDK1.wav,ddk,0.673,False
007PD,007PD_S1_DDK2.wav,ddk,0.28812499999999996,False
007PD,007PD_S1_DDK3.wav,ddk,0.14775000000000027,False
008PD,008PD_S1_DDK1.wav,ddk,0.24995833333333373,False
008PD,008PD_S1_DDK2.wav,ddk,0.43837499999999974,False
008PD,008PD_S1_DDK3.wav,ddk,0.26412499999999994,False
009PD,009PD_S1_DDK1.wav,ddk,1.0101250000000004,False
009PD,009PD_S1_DDK2.wav,ddk,3.1285,True
009PD,009PD_S1_DDK3.wav,ddk,1.004458333333333,False
010PD,010PD_S1_DDK1.wav,ddk,2.7480833333333328,False
010PD,010PD_S1_DDK2.wav,ddk,1.4636666666666667,False
